conda activate mgmt_chain
(base) dswanagon@Davids-Laptop-7 ~ % conda activate mgmt_chain
(mgmt_chain) dswanagon@Davids-Laptop-7 ~ % python "/Users/dswanagon/Relational Lysis Github/8 - Shannon Limit/exp_shannon_1_Ingestion.py" \
    --mode A \ 
    --chunk_mb 50 \
    --log mode_b_log.csv


RELATIONAL LYSIS — PHASE 1 INGESTION
Mode: A
Chunk MB: 50
Log: mode_b_log.csv

Chunk      1 | Downloaded MB=      52.4 | RSS=   240.8 MB | Peak=   240.8 MB
Chunk    541 | Downloaded MB=   28364.0 | RSS=  3030.3 MB | Peak=  3133.4 MB
Chunk    542 | Downloaded MB=   28416.4 | RSS=  3011.6 MB | Peak=  3133.4 MB
Chunk    543 | Downloaded MB=   28468.8 | RSS=  3061.6 MB | Peak=  3133.4 MB
Chunk    544 | Downloaded MB=   28521.3 | RSS=  3038.7 MB | Peak=  3133.4 MB
Chunk    545 | Downloaded MB=   28573.7 | RSS=  3004.1 MB | Peak=  3133.4 MB
Chunk    546 | Downloaded MB=   28626.1 | RSS=  3054.1 MB | Peak=  3133.4 MB
Chunk    547 | Downloaded MB=   28678.6 | RSS=  3010.1 MB | Peak=  3133.4 MB
Chunk    548 | Downloaded MB=   28731.0 | RSS=  3022.5 MB | Peak=  3133.4 MB
Chunk    549 | Downloaded MB=   28783.4 | RSS=  3032.6 MB | Peak=  3133.4 MB
Chunk    550 | Downloaded MB=   28835.8 | RSS=  3030.5 MB | Peak=  3133.4 MB
Chunk    551 | Downloaded MB=   28888.3 | RSS=  3021.2 MB | Peak=  3133.4 MB
Chunk    552 | Downloaded MB=   28940.7 | RSS=  3018.2 MB | Peak=  3133.4 MB
Chunk    553 | Downloaded MB=   28993.1 | RSS=  3014.4 MB | Peak=  3133.4 MB
Chunk    554 | Downloaded MB=   29045.6 | RSS=  3033.4 MB | Peak=  3133.4 MB
Chunk    555 | Downloaded MB=   29098.0 | RSS=  3034.8 MB | Peak=  3133.4 MB
Chunk    556 | Downloaded MB=   29150.4 | RSS=  3034.2 MB | Peak=  3133.4 MB
Chunk    557 | Downloaded MB=   29202.8 | RSS=  3048.0 MB | Peak=  3133.4 MB
Chunk    558 | Downloaded MB=   29255.3 | RSS=  3017.0 MB | Peak=  3133.4 MB
Chunk    559 | Downloaded MB=   29307.7 | RSS=  3006.6 MB | Peak=  3133.4 MB
Chunk    560 | Downloaded MB=   29360.1 | RSS=  2977.9 MB | Peak=  3133.4 MB
Chunk    561 | Downloaded MB=   29412.6 | RSS=  3005.4 MB | Peak=  3133.4 MB
Chunk    562 | Downloaded MB=   29465.0 | RSS=  3053.6 MB | Peak=  3133.4 MB
Chunk    563 | Downloaded MB=   29517.4 | RSS=  3052.4 MB | Peak=  3133.4 MB
Chunk    564 | Downloaded MB=   29569.8 | RSS=  3056.2 MB | Peak=  3133.4 MB
Chunk    565 | Downloaded MB=   29622.3 | RSS=  3052.6 MB | Peak=  3133.4 MB
Chunk    566 | Downloaded MB=   29674.7 | RSS=  3066.3 MB | Peak=  3133.4 MB
Chunk    567 | Downloaded MB=   29727.1 | RSS=  3034.1 MB | Peak=  3133.4 MB
Chunk    568 | Downloaded MB=   29779.6 | RSS=  3059.6 MB | Peak=  3133.4 MB
Chunk    569 | Downloaded MB=   29832.0 | RSS=  3077.0 MB | Peak=  3133.4 MB
Chunk    570 | Downloaded MB=   29884.4 | RSS=  3076.2 MB | Peak=  3133.4 MB
Chunk    571 | Downloaded MB=   29936.8 | RSS=  3083.0 MB | Peak=  3133.4 MB
Chunk    572 | Downloaded MB=   29989.3 | RSS=  3088.3 MB | Peak=  3133.4 MB
Chunk    573 | Downloaded MB=   30041.7 | RSS=  3090.5 MB | Peak=  3133.4 MB
Chunk    574 | Downloaded MB=   30094.1 | RSS=  3085.3 MB | Peak=  3133.4 MB
Chunk    575 | Downloaded MB=   30146.6 | RSS=  3078.1 MB | Peak=  3133.4 MB
Chunk    576 | Downloaded MB=   30199.0 | RSS=  3046.6 MB | Peak=  3133.4 MB
Chunk    577 | Downloaded MB=   30251.4 | RSS=  3096.6 MB | Peak=  3133.4 MB
Chunk    578 | Downloaded MB=   30303.8 | RSS=  3086.2 MB | Peak=  3133.4 MB
Chunk    579 | Downloaded MB=   30356.3 | RSS=  3090.3 MB | Peak=  3133.4 MB
Chunk    580 | Downloaded MB=   30408.7 | RSS=  3088.2 MB | Peak=  3133.4 MB
Chunk    581 | Downloaded MB=   30461.1 | RSS=  3101.6 MB | Peak=  3133.4 MB
Chunk    582 | Downloaded MB=   30513.6 | RSS=  3094.1 MB | Peak=  3133.4 MB
Chunk    583 | Downloaded MB=   30566.0 | RSS=  3109.9 MB | Peak=  3133.4 MB
Chunk    584 | Downloaded MB=   30618.4 | RSS=  3088.1 MB | Peak=  3133.4 MB
Chunk    585 | Downloaded MB=   30670.8 | RSS=  3100.2 MB | Peak=  3133.4 MB
Chunk    586 | Downloaded MB=   30723.3 | RSS=  3085.2 MB | Peak=  3133.4 MB
Chunk    587 | Downloaded MB=   30775.7 | RSS=  3068.3 MB | Peak=  3133.4 MB
Chunk    588 | Downloaded MB=   30828.1 | RSS=  3118.3 MB | Peak=  3133.4 MB
Chunk    589 | Downloaded MB=   30880.6 | RSS=  3113.6 MB | Peak=  3133.4 MB
Chunk    590 | Downloaded MB=   30933.0 | RSS=  3128.7 MB | Peak=  3133.4 MB
Chunk    591 | Downloaded MB=   30985.4 | RSS=  3114.5 MB | Peak=  3133.4 MB
Chunk    592 | Downloaded MB=   31037.8 | RSS=  3099.6 MB | Peak=  3133.4 MB
Chunk    593 | Downloaded MB=   31090.3 | RSS=  3104.5 MB | Peak=  3133.4 MB
Chunk    594 | Downloaded MB=   31142.7 | RSS=  3098.8 MB | Peak=  3133.4 MB
Chunk    595 | Downloaded MB=   31195.1 | RSS=  3036.2 MB | Peak=  3133.4 MB
Chunk    596 | Downloaded MB=   31247.6 | RSS=  3018.2 MB | Peak=  3133.4 MB
Chunk    597 | Downloaded MB=   31300.0 | RSS=  3021.5 MB | Peak=  3133.4 MB
Chunk    598 | Downloaded MB=   31352.4 | RSS=  3045.1 MB | Peak=  3133.4 MB
Chunk    599 | Downloaded MB=   31404.9 | RSS=  3045.7 MB | Peak=  3133.4 MB
Chunk    600 | Downloaded MB=   31457.3 | RSS=  3012.8 MB | Peak=  3133.4 MB
Chunk    601 | Downloaded MB=   31509.7 | RSS=  3030.9 MB | Peak=  3133.4 MB
Chunk    602 | Downloaded MB=   31562.1 | RSS=  3029.9 MB | Peak=  3133.4 MB
Chunk    603 | Downloaded MB=   31614.6 | RSS=  3020.1 MB | Peak=  3133.4 MB
Chunk    604 | Downloaded MB=   31667.0 | RSS=  2997.5 MB | Peak=  3133.4 MB
Chunk    605 | Downloaded MB=   31719.4 | RSS=  3001.6 MB | Peak=  3133.4 MB
Chunk    606 | Downloaded MB=   31771.9 | RSS=  2958.2 MB | Peak=  3133.4 MB
Chunk    607 | Downloaded MB=   31824.3 | RSS=  2976.7 MB | Peak=  3133.4 MB
Chunk    608 | Downloaded MB=   31876.7 | RSS=  2953.5 MB | Peak=  3133.4 MB
Chunk    609 | Downloaded MB=   31929.1 | RSS=  2867.2 MB | Peak=  3133.4 MB
Chunk    610 | Downloaded MB=   31981.6 | RSS=  2837.2 MB | Peak=  3133.4 MB
Chunk    611 | Downloaded MB=   32034.0 | RSS=  2832.1 MB | Peak=  3133.4 MB
Chunk    612 | Downloaded MB=   32086.4 | RSS=  2798.2 MB | Peak=  3133.4 MB
Chunk    613 | Downloaded MB=   32138.9 | RSS=  2757.3 MB | Peak=  3133.4 MB
Chunk    614 | Downloaded MB=   32191.3 | RSS=  2727.3 MB | Peak=  3133.4 MB
Chunk    615 | Downloaded MB=   32243.7 | RSS=  2737.2 MB | Peak=  3133.4 MB
Chunk    616 | Downloaded MB=   32296.1 | RSS=  2720.8 MB | Peak=  3133.4 MB
Chunk    617 | Downloaded MB=   32348.6 | RSS=  2710.3 MB | Peak=  3133.4 MB
Chunk    618 | Downloaded MB=   32401.0 | RSS=  2673.2 MB | Peak=  3133.4 MB
Chunk    619 | Downloaded MB=   32453.4 | RSS=  2672.9 MB | Peak=  3133.4 MB
Chunk    620 | Downloaded MB=   32505.9 | RSS=  2627.7 MB | Peak=  3133.4 MB
Chunk    621 | Downloaded MB=   32558.3 | RSS=  2612.7 MB | Peak=  3133.4 MB
Chunk    622 | Downloaded MB=   32610.7 | RSS=  2577.8 MB | Peak=  3133.4 MB
Chunk    623 | Downloaded MB=   32663.1 | RSS=  2535.5 MB | Peak=  3133.4 MB
Chunk    624 | Downloaded MB=   32715.6 | RSS=  2543.7 MB | Peak=  3133.4 MB
Chunk    625 | Downloaded MB=   32768.0 | RSS=  2562.8 MB | Peak=  3133.4 MB
Chunk    626 | Downloaded MB=   32820.4 | RSS=  2532.1 MB | Peak=  3133.4 MB
Chunk    627 | Downloaded MB=   32872.9 | RSS=  2530.4 MB | Peak=  3133.4 MB
Chunk    628 | Downloaded MB=   32925.3 | RSS=  2540.6 MB | Peak=  3133.4 MB
Chunk    629 | Downloaded MB=   32977.7 | RSS=  2526.0 MB | Peak=  3133.4 MB
Chunk    630 | Downloaded MB=   33030.1 | RSS=  2523.9 MB | Peak=  3133.4 MB
Chunk    631 | Downloaded MB=   33082.6 | RSS=  2533.6 MB | Peak=  3133.4 MB
Chunk    632 | Downloaded MB=   33135.0 | RSS=  2528.0 MB | Peak=  3133.4 MB
Chunk    633 | Downloaded MB=   33187.4 | RSS=  2525.5 MB | Peak=  3133.4 MB
Chunk    634 | Downloaded MB=   33239.9 | RSS=  2525.1 MB | Peak=  3133.4 MB
Chunk    635 | Downloaded MB=   33292.3 | RSS=  2566.9 MB | Peak=  3133.4 MB
Chunk    636 | Downloaded MB=   33344.7 | RSS=  2569.7 MB | Peak=  3133.4 MB
Chunk    637 | Downloaded MB=   33397.1 | RSS=  2574.5 MB | Peak=  3133.4 MB
Chunk    638 | Downloaded MB=   33449.6 | RSS=  2573.8 MB | Peak=  3133.4 MB
Chunk    639 | Downloaded MB=   33502.0 | RSS=  2586.5 MB | Peak=  3133.4 MB
Chunk    640 | Downloaded MB=   33554.4 | RSS=  2465.3 MB | Peak=  3133.4 MB
Chunk    641 | Downloaded MB=   33606.9 | RSS=  2476.5 MB | Peak=  3133.4 MB
Chunk    642 | Downloaded MB=   33659.3 | RSS=  2464.4 MB | Peak=  3133.4 MB
Chunk    643 | Downloaded MB=   33711.7 | RSS=  2498.3 MB | Peak=  3133.4 MB
Chunk    644 | Downloaded MB=   33764.1 | RSS=  2511.8 MB | Peak=  3133.4 MB
Chunk    645 | Downloaded MB=   33816.6 | RSS=  2501.5 MB | Peak=  3133.4 MB
Chunk    646 | Downloaded MB=   33869.0 | RSS=  2483.0 MB | Peak=  3133.4 MB
Chunk    647 | Downloaded MB=   33921.4 | RSS=  2434.6 MB | Peak=  3133.4 MB
Chunk    648 | Downloaded MB=   33973.9 | RSS=  2418.2 MB | Peak=  3133.4 MB
Chunk    649 | Downloaded MB=   34026.3 | RSS=  2379.4 MB | Peak=  3133.4 MB
Chunk    650 | Downloaded MB=   34078.7 | RSS=  2381.8 MB | Peak=  3133.4 MB
Chunk    651 | Downloaded MB=   34131.1 | RSS=  2392.8 MB | Peak=  3133.4 MB
Chunk    652 | Downloaded MB=   34183.6 | RSS=  2419.1 MB | Peak=  3133.4 MB
Chunk    653 | Downloaded MB=   34236.0 | RSS=  2434.1 MB | Peak=  3133.4 MB
Chunk    654 | Downloaded MB=   34288.4 | RSS=  2373.8 MB | Peak=  3133.4 MB
Chunk    655 | Downloaded MB=   34340.9 | RSS=  2418.4 MB | Peak=  3133.4 MB
Chunk    656 | Downloaded MB=   34393.3 | RSS=  2438.3 MB | Peak=  3133.4 MB
Chunk    657 | Downloaded MB=   34445.7 | RSS=  2397.5 MB | Peak=  3133.4 MB
Chunk    658 | Downloaded MB=   34498.2 | RSS=  2447.5 MB | Peak=  3133.4 MB
Chunk    659 | Downloaded MB=   34550.6 | RSS=  2469.5 MB | Peak=  3133.4 MB
Chunk    660 | Downloaded MB=   34603.0 | RSS=  2463.0 MB | Peak=  3133.4 MB
Chunk    661 | Downloaded MB=   34655.4 | RSS=  2426.5 MB | Peak=  3133.4 MB
Chunk    662 | Downloaded MB=   34707.9 | RSS=  2445.8 MB | Peak=  3133.4 MB
Chunk    663 | Downloaded MB=   34760.3 | RSS=  2460.0 MB | Peak=  3133.4 MB
Chunk    664 | Downloaded MB=   34812.7 | RSS=  2459.6 MB | Peak=  3133.4 MB
Chunk    665 | Downloaded MB=   34865.2 | RSS=  2494.2 MB | Peak=  3133.4 MB
Chunk    666 | Downloaded MB=   34917.6 | RSS=  2495.4 MB | Peak=  3133.4 MB
Chunk    667 | Downloaded MB=   34970.0 | RSS=  2504.9 MB | Peak=  3133.4 MB
Chunk    668 | Downloaded MB=   35022.4 | RSS=  2366.8 MB | Peak=  3133.4 MB
Chunk    669 | Downloaded MB=   35074.9 | RSS=  2374.1 MB | Peak=  3133.4 MB
Chunk    670 | Downloaded MB=   35127.3 | RSS=  2385.8 MB | Peak=  3133.4 MB
Chunk    671 | Downloaded MB=   35179.7 | RSS=  2422.5 MB | Peak=  3133.4 MB
Chunk    672 | Downloaded MB=   35232.2 | RSS=  2472.6 MB | Peak=  3133.4 MB
Chunk    673 | Downloaded MB=   35284.6 | RSS=  2522.6 MB | Peak=  3133.4 MB
Chunk    674 | Downloaded MB=   35337.0 | RSS=  2572.6 MB | Peak=  3133.4 MB
Chunk    675 | Downloaded MB=   35389.4 | RSS=  2622.6 MB | Peak=  3133.4 MB
Chunk    676 | Downloaded MB=   35441.9 | RSS=  2672.6 MB | Peak=  3133.4 MB
Chunk    677 | Downloaded MB=   35494.3 | RSS=  2678.7 MB | Peak=  3133.4 MB
Chunk    678 | Downloaded MB=   35546.7 | RSS=  2674.4 MB | Peak=  3133.4 MB
Chunk    679 | Downloaded MB=   35599.2 | RSS=  2677.8 MB | Peak=  3133.4 MB
Chunk    680 | Downloaded MB=   35651.6 | RSS=  2687.7 MB | Peak=  3133.4 MB
Chunk    681 | Downloaded MB=   35704.0 | RSS=  2685.1 MB | Peak=  3133.4 MB
Chunk    682 | Downloaded MB=   35756.4 | RSS=  2675.0 MB | Peak=  3133.4 MB
Chunk    683 | Downloaded MB=   35808.9 | RSS=  2659.3 MB | Peak=  3133.4 MB
Chunk    684 | Downloaded MB=   35861.3 | RSS=  2679.4 MB | Peak=  3133.4 MB
Chunk    685 | Downloaded MB=   35913.7 | RSS=  2680.8 MB | Peak=  3133.4 MB
Chunk    686 | Downloaded MB=   35966.2 | RSS=  2671.3 MB | Peak=  3133.4 MB
Chunk    687 | Downloaded MB=   36018.6 | RSS=  2695.2 MB | Peak=  3133.4 MB
Chunk    688 | Downloaded MB=   36071.0 | RSS=  2723.4 MB | Peak=  3133.4 MB
Chunk    689 | Downloaded MB=   36123.4 | RSS=  2743.8 MB | Peak=  3133.4 MB
Chunk    690 | Downloaded MB=   36175.9 | RSS=  2653.2 MB | Peak=  3133.4 MB
Chunk    691 | Downloaded MB=   36228.3 | RSS=  2664.9 MB | Peak=  3133.4 MB
Chunk    692 | Downloaded MB=   36280.7 | RSS=  2690.7 MB | Peak=  3133.4 MB
Chunk    693 | Downloaded MB=   36333.2 | RSS=  2686.4 MB | Peak=  3133.4 MB
Chunk    694 | Downloaded MB=   36385.6 | RSS=  2665.3 MB | Peak=  3133.4 MB
Chunk    695 | Downloaded MB=   36438.0 | RSS=  2636.6 MB | Peak=  3133.4 MB
Chunk    696 | Downloaded MB=   36490.4 | RSS=  2563.4 MB | Peak=  3133.4 MB
Chunk    697 | Downloaded MB=   36542.9 | RSS=  2539.3 MB | Peak=  3133.4 MB
Chunk    698 | Downloaded MB=   36595.3 | RSS=  2488.8 MB | Peak=  3133.4 MB
Chunk    699 | Downloaded MB=   36647.7 | RSS=  2422.3 MB | Peak=  3133.4 MB
Chunk    700 | Downloaded MB=   36700.2 | RSS=  2383.2 MB | Peak=  3133.4 MB
Chunk    701 | Downloaded MB=   36752.6 | RSS=  2374.1 MB | Peak=  3133.4 MB
Chunk    702 | Downloaded MB=   36805.0 | RSS=  2360.6 MB | Peak=  3133.4 MB
Chunk    703 | Downloaded MB=   36857.4 | RSS=  2309.5 MB | Peak=  3133.4 MB
Chunk    704 | Downloaded MB=   36909.9 | RSS=  2268.6 MB | Peak=  3133.4 MB
Chunk    705 | Downloaded MB=   36962.3 | RSS=  2173.2 MB | Peak=  3133.4 MB
Chunk    706 | Downloaded MB=   37014.7 | RSS=  2137.4 MB | Peak=  3133.4 MB
Chunk    707 | Downloaded MB=   37067.2 | RSS=  2111.1 MB | Peak=  3133.4 MB
Chunk    708 | Downloaded MB=   37119.6 | RSS=  2132.8 MB | Peak=  3133.4 MB
Chunk    709 | Downloaded MB=   37172.0 | RSS=  2149.2 MB | Peak=  3133.4 MB
Chunk    710 | Downloaded MB=   37224.4 | RSS=  2137.4 MB | Peak=  3133.4 MB
Chunk    711 | Downloaded MB=   37276.9 | RSS=  2138.1 MB | Peak=  3133.4 MB
Chunk    712 | Downloaded MB=   37329.3 | RSS=  2126.6 MB | Peak=  3133.4 MB
Chunk    713 | Downloaded MB=   37381.7 | RSS=  2133.1 MB | Peak=  3133.4 MB
Chunk    714 | Downloaded MB=   37434.2 | RSS=  2117.9 MB | Peak=  3133.4 MB
Chunk    715 | Downloaded MB=   37486.6 | RSS=  2084.5 MB | Peak=  3133.4 MB
Chunk    716 | Downloaded MB=   37539.0 | RSS=  2134.5 MB | Peak=  3133.4 MB
Chunk    717 | Downloaded MB=   37591.4 | RSS=  2123.3 MB | Peak=  3133.4 MB
Chunk    718 | Downloaded MB=   37643.9 | RSS=  2126.4 MB | Peak=  3133.4 MB
Chunk    719 | Downloaded MB=   37696.3 | RSS=  2129.5 MB | Peak=  3133.4 MB
Chunk    720 | Downloaded MB=   37748.7 | RSS=  2124.1 MB | Peak=  3133.4 MB
Chunk    721 | Downloaded MB=   37801.2 | RSS=  2099.2 MB | Peak=  3133.4 MB
Chunk    722 | Downloaded MB=   37853.6 | RSS=  2085.5 MB | Peak=  3133.4 MB
Chunk    723 | Downloaded MB=   37906.0 | RSS=  2079.8 MB | Peak=  3133.4 MB
Chunk    724 | Downloaded MB=   37958.5 | RSS=  2121.7 MB | Peak=  3133.4 MB
Chunk    725 | Downloaded MB=   38010.9 | RSS=  2141.5 MB | Peak=  3133.4 MB
Chunk    726 | Downloaded MB=   38063.3 | RSS=  2173.0 MB | Peak=  3133.4 MB
Chunk    727 | Downloaded MB=   38115.7 | RSS=  2203.8 MB | Peak=  3133.4 MB
Chunk    728 | Downloaded MB=   38168.2 | RSS=  2230.0 MB | Peak=  3133.4 MB
Chunk    729 | Downloaded MB=   38220.6 | RSS=  2211.7 MB | Peak=  3133.4 MB
Chunk    730 | Downloaded MB=   38273.0 | RSS=  2229.5 MB | Peak=  3133.4 MB
Chunk    731 | Downloaded MB=   38325.5 | RSS=  2239.1 MB | Peak=  3133.4 MB
Chunk    732 | Downloaded MB=   38377.9 | RSS=  2262.4 MB | Peak=  3133.4 MB
Chunk    733 | Downloaded MB=   38430.3 | RSS=  2265.9 MB | Peak=  3133.4 MB
Chunk    734 | Downloaded MB=   38482.7 | RSS=  2288.4 MB | Peak=  3133.4 MB
Chunk    735 | Downloaded MB=   38535.2 | RSS=  2331.5 MB | Peak=  3133.4 MB
Chunk    736 | Downloaded MB=   38587.6 | RSS=  2348.1 MB | Peak=  3133.4 MB
Chunk    737 | Downloaded MB=   38640.0 | RSS=  2356.4 MB | Peak=  3133.4 MB
Chunk    738 | Downloaded MB=   38692.5 | RSS=  2370.3 MB | Peak=  3133.4 MB
Chunk    739 | Downloaded MB=   38744.9 | RSS=  2374.0 MB | Peak=  3133.4 MB
Chunk    740 | Downloaded MB=   38797.3 | RSS=  2418.8 MB | Peak=  3133.4 MB
Chunk    741 | Downloaded MB=   38849.7 | RSS=  2445.3 MB | Peak=  3133.4 MB
Chunk    742 | Downloaded MB=   38902.2 | RSS=  2471.8 MB | Peak=  3133.4 MB
Chunk    743 | Downloaded MB=   38954.6 | RSS=  2513.2 MB | Peak=  3133.4 MB
Chunk    744 | Downloaded MB=   39007.0 | RSS=  2516.3 MB | Peak=  3133.4 MB
Chunk    745 | Downloaded MB=   39059.5 | RSS=  2566.3 MB | Peak=  3133.4 MB
Chunk    746 | Downloaded MB=   39111.9 | RSS=  2580.6 MB | Peak=  3133.4 MB
Chunk    747 | Downloaded MB=   39164.3 | RSS=  2613.9 MB | Peak=  3133.4 MB
Chunk    748 | Downloaded MB=   39216.7 | RSS=  2651.5 MB | Peak=  3133.4 MB
Chunk    749 | Downloaded MB=   39269.2 | RSS=  2666.9 MB | Peak=  3133.4 MB
Chunk    750 | Downloaded MB=   39321.6 | RSS=  2689.4 MB | Peak=  3133.4 MB
Chunk    751 | Downloaded MB=   39374.0 | RSS=  2739.4 MB | Peak=  3133.4 MB
Chunk    752 | Downloaded MB=   39426.5 | RSS=  2761.8 MB | Peak=  3133.4 MB
Chunk    753 | Downloaded MB=   39478.9 | RSS=  2802.3 MB | Peak=  3133.4 MB
Chunk    754 | Downloaded MB=   39531.3 | RSS=  2849.3 MB | Peak=  3133.4 MB
Chunk    755 | Downloaded MB=   39583.7 | RSS=  2855.2 MB | Peak=  3133.4 MB
Chunk    756 | Downloaded MB=   39636.2 | RSS=  2875.2 MB | Peak=  3133.4 MB
Chunk    757 | Downloaded MB=   39688.6 | RSS=  2907.7 MB | Peak=  3133.4 MB
Chunk    758 | Downloaded MB=   39741.0 | RSS=  2944.7 MB | Peak=  3133.4 MB
Chunk    759 | Downloaded MB=   39793.5 | RSS=  2972.2 MB | Peak=  3133.4 MB
Chunk    760 | Downloaded MB=   39845.9 | RSS=  2979.6 MB | Peak=  3133.4 MB
Chunk    761 | Downloaded MB=   39898.3 | RSS=  2993.6 MB | Peak=  3133.4 MB
Chunk    762 | Downloaded MB=   39950.7 | RSS=  2993.9 MB | Peak=  3133.4 MB
Chunk    763 | Downloaded MB=   40003.2 | RSS=  3009.0 MB | Peak=  3133.4 MB
Chunk    764 | Downloaded MB=   40055.6 | RSS=  3038.9 MB | Peak=  3133.4 MB
Chunk    765 | Downloaded MB=   40108.0 | RSS=  3031.7 MB | Peak=  3133.4 MB
Chunk    766 | Downloaded MB=   40160.5 | RSS=  3048.2 MB | Peak=  3133.4 MB
Chunk    767 | Downloaded MB=   40212.9 | RSS=  2971.1 MB | Peak=  3133.4 MB
Chunk    768 | Downloaded MB=   40265.3 | RSS=  3021.1 MB | Peak=  3133.4 MB
Chunk    769 | Downloaded MB=   40317.7 | RSS=  3028.7 MB | Peak=  3133.4 MB
Chunk    770 | Downloaded MB=   40370.2 | RSS=  2973.5 MB | Peak=  3133.4 MB
Chunk    771 | Downloaded MB=   40422.6 | RSS=  3023.5 MB | Peak=  3133.4 MB
Chunk    772 | Downloaded MB=   40475.0 | RSS=  3031.0 MB | Peak=  3133.4 MB
Chunk    773 | Downloaded MB=   40527.5 | RSS=  3025.8 MB | Peak=  3133.4 MB
Chunk    774 | Downloaded MB=   40579.9 | RSS=  3030.4 MB | Peak=  3133.4 MB
Chunk    775 | Downloaded MB=   40632.3 | RSS=  3023.7 MB | Peak=  3133.4 MB
Chunk    776 | Downloaded MB=   40684.7 | RSS=  3041.8 MB | Peak=  3133.4 MB
Chunk    777 | Downloaded MB=   40737.2 | RSS=  3055.6 MB | Peak=  3133.4 MB
Chunk    778 | Downloaded MB=   40789.6 | RSS=  3066.6 MB | Peak=  3133.4 MB
Chunk    779 | Downloaded MB=   40842.0 | RSS=  3050.3 MB | Peak=  3133.4 MB
Chunk    780 | Downloaded MB=   40894.5 | RSS=  3056.1 MB | Peak=  3133.4 MB
Chunk    781 | Downloaded MB=   40946.9 | RSS=  3066.2 MB | Peak=  3133.4 MB
Chunk    782 | Downloaded MB=   40999.3 | RSS=  3064.8 MB | Peak=  3133.4 MB
Chunk    783 | Downloaded MB=   41051.8 | RSS=  3057.5 MB | Peak=  3133.4 MB
zsh: killed     python  --mode A --chunk_mb 50 --log mode_b_log.csv
(mgmt_chain) dswanagon@Davids-Laptop-7 ~ % 
